Plotting labels...
[34m[1mautoanchor: [39m[22mAnalyzing anchors... anchors/target = 3.37, Best Possible Recall (BPR) = 1.0000
Starting training for 300 epochs...
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
     0/299     1.39G   0.07584   0.02676         0    0.1026        22       640
[34m[1mval: [39m[22mScanning 'dataset/labels/val.cache' images and labels... 201 found, 0 missi
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
     1/299     1.59G   0.05116   0.02161         0   0.07277        20       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
     2/299     1.59G   0.04619   0.01983         0   0.06602        17       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
     3/299     1.59G   0.04418   0.01946         0   0.06364        23       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
     4/299     1.59G   0.04347   0.01966         0   0.06313        18       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
     5/299     1.59G   0.04089   0.01871         0    0.0596        16       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
     6/299     1.59G   0.03926   0.01806         0   0.05732        17       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
     7/299     1.59G   0.03787    0.0179         0   0.05577        13       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
     8/299     1.59G   0.03823   0.01765         0   0.05589        14       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
     9/299     1.59G   0.03807   0.01768         0   0.05574        21       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    10/299     1.59G   0.03671   0.01729         0     0.054        18       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    11/299     1.59G   0.03539    0.0172         0   0.05259        11       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    12/299     1.59G   0.03613   0.01662         0   0.05276        13       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    13/299     1.59G   0.03463   0.01646         0   0.05108        26       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    14/299     1.59G   0.03462   0.01633         0   0.05096        14       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    15/299     1.59G   0.03452   0.01646         0   0.05098        14       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    16/299     1.59G   0.03355   0.01618         0   0.04973        16       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    17/299     1.59G    0.0326   0.01581         0   0.04841        20       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    18/299     1.59G    0.0324   0.01582         0   0.04822        18       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    19/299     1.59G   0.03297   0.01603         0     0.049        20       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    20/299     1.59G   0.03191   0.01538         0    0.0473        21       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    21/299     1.59G   0.03232   0.01572         0   0.04804        13       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    22/299     1.59G   0.03211   0.01546         0   0.04757        14       640
[34m[1mval: [39m[22mScanning 'dataset/labels/val.cache' images and labels... 201 found, 0 missi
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    23/299     1.59G    0.0319   0.01535         0   0.04725        17       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    24/299     1.59G   0.03185   0.01547         0   0.04732        19       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    25/299     1.59G   0.03153     0.015         0   0.04653        15       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    26/299     1.59G   0.03093   0.01476         0   0.04569        18       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    27/299     1.59G   0.03017   0.01492         0   0.04508        21       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    28/299     1.59G   0.02991    0.0147         0   0.04461        14       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    29/299     1.59G   0.03061   0.01477         0   0.04538        15       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    30/299     1.59G   0.03021   0.01442         0   0.04463        17       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    31/299     1.59G   0.03006   0.01447         0   0.04453        15       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    32/299     1.59G   0.02889   0.01479         0   0.04368        15       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    33/299     1.59G   0.02963   0.01477         0    0.0444        16       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    34/299     1.59G   0.02945    0.0143         0   0.04375        13       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    35/299     1.59G   0.02911   0.01439         0    0.0435        17       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    36/299     1.59G    0.0288   0.01454         0   0.04334        28       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    37/299     1.59G   0.02812   0.01417         0   0.04229        14       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    38/299     1.59G    0.0281    0.0142         0    0.0423        17       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    39/299     1.59G   0.02777   0.01376         0   0.04153        13       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    40/299     1.59G    0.0279    0.0138         0    0.0417        14       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    41/299     1.59G   0.02763   0.01384         0   0.04147        18       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    42/299     1.59G   0.02847   0.01385         0   0.04233        13       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    43/299     1.59G   0.02773   0.01391         0   0.04163        14       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    44/299     1.59G   0.02757   0.01395         0   0.04152        18       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    45/299     1.59G   0.02717   0.01382         0   0.04099        18       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    46/299     1.59G   0.02693   0.01382         0   0.04074        20       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    47/299     1.59G   0.02701    0.0137         0    0.0407        15       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    48/299     1.59G   0.02648   0.01356         0   0.04004        14       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
    49/299     1.59G   0.02675   0.01361         0   0.04035        14       640
               Class     Images     Labels          P          R     mAP@.5 mAP@
     Epoch   gpu_mem       box       obj       cls     total    labels  img_size
